geom_type,lon,lat,@id,addr:housenumber,addr:street,amenity,building,check_date,contact:phone,contact:website,emergency,healthcare,name,operator:type,@geometry,wikidata,wikipedia,healthcare:speciality,short_name,website,addr:city,height,start_date,surface,alt_name,operator,health_facility:type,level,opening_hours,source,fixme,addr:postcode,name:pcm,mobile,contact:facebook,description,email,payment:cash,payment:debit_cards,phone,facility_manager,source:position,status,users_PLWD,users_boy,users_elderly,users_female,users_girl,users_men,facility_use,contact:instagram
Point,3.2589068,6.6389225,node/11891106130,,,hospital,,,,,,,Raufmomic Health Care,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.259816,6.6298853,node/11891106131,,,hospital,,,,,,,Realcare Hospitals,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.2690023,6.6424109,node/11891106132,,,hospital,,,,,,,Ehj Catholic Hospital,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.2637247,6.6446532,node/11891106133,,,hospital,,,,,,,God's Footstep Nursing Home,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.2617338,6.6442882,node/11891106134,,,hospital,,,,,,,Fueller Health Hospital,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.2549036,6.6429134,node/11891106135,,,hospital,,,,,,,Limad Hospital Ltd,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.2597121,6.6140133,node/11891216324,,,hospital,,,,,,,Glad Tidings Hospital,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.2725672,6.6169781,node/11891216325,,,hospital,,,,,,,Chrisol Medicals Maternity Home,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.2745172,6.6216393,node/11891216326,,,hospital,,,,,,,Lee Way Medical Center,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.2761587,6.6211997,node/11891216327,,,hospital,,,,,,,Double Crown Medical Diagnostic Service,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.2582349,6.6070167,node/11891318391,,,hospital,,,,,,,Agape Medical Centre,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.2547547,6.6058117,node/11891318392,,,hospital,,,,,,,Samas Hospital,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.2712241,6.6016119,node/11891318393,,,hospital,,,,,,,Quest Medical Diagnosis,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.2680249,6.5986351,node/11891318394,,,hospital,,,,,,,Daverhodes Clinic And Maternity Home,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.267526,6.6005988,node/11891318395,,,hospital,,,,,,,Solad Medical Centre And Maternity Hospital,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.2543185,6.6063363,node/11891318396,,,hospital,,,,,,,The Ark Hospital And Maternity Centre,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.2337406,6.5931078,node/11891318397,,,hospital,,,,,,,St Monica Hospital,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.2349466,6.6064245,node/11891318398,,,hospital,,,,,,,Ayobo Primary Health Care Centre,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.2614629,6.6045967,node/11891318399,,,hospital,,,,,,,Abalamo Maternity Centre,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.2542075,6.6043183,node/11891318400,,,hospital,,,,,,,Ipaja Primary Health Centre,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.2597543,6.603487,node/11891318401,,,hospital,,,,,,,Akinsayosikenu Hospital,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.2542571,6.6012063,node/11891318402,,,hospital,,,,,,,Prestige Medical Clinic 6a Aina Obembe Street Ipaja,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.2461783,6.6007906,node/11891318403,,,hospital,,,,,,,Banke Hospital,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.245379,6.5990601,node/11891318404,,,hospital,,,,,,,Tofaan's Hopital,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.2366082,6.5924456,node/11891318405,,,hospital,,,,,,,Alanni Traditional Hospital and Maternity Home,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.2337812,6.5930637,node/11891318406,,,hospital,,,,,,,St Monica Hospital,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.2280734,6.5950567,node/11891318407,,,hospital,,,,,,,Crown Well Hospital Haggai Diagonistic Ltd,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.2218279,6.5932476,node/11891318408,,,hospital,,,,,,,Damilola Trado Medical Hospital And Maternity Home 7 Agbaje Street Off Olayinka Olatunji Street Orisunmbare Phase 1camp Davies Road Ayobo Lagos,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.2809344,6.6341588,node/11891367969,,,hospital,,,,,,,Amen Health Center,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.2835267,6.6382431,node/11891367970,,,hospital,,,,,,,Agbelekale Primary Health Care,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.2780269,6.6399389,node/11891367971,,,hospital,,,,,,,Araba Medical Center,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.2880637,6.6539671,node/11891367972,,,hospital,,,,,,,Sethfone Hospital And Maternity Home,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.2818276,6.6636458,node/11891367973,,,hospital,,,,,,,Merian Primary Health Care Center,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.2456017,6.5856125,node/11891422227,,,hospital,,,,,,,Victory Success Maternity Home,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.2472619,6.5843188,node/11891422228,,,hospital,,,,,,,Samas Hospital And Maternity,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.2519504,6.5834316,node/11891422229,,,hospital,,,,,,,Moyo Medical Center,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.24624,6.5835035,node/11891422230,,,hospital,,,,,,,The Vine Medical Center,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.2390705,6.5801768,node/11891422231,,,hospital,,,,,,,St Joseph Eye Clinic,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.2372761,6.5858003,node/11891422232,,,hospital,,,,,,,Fend Clinic,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.3078946,6.5998114,node/11891454363,,,hospital,,,,,,,Ckc Hospital,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.3062249,6.6025838,node/11891454364,,,hospital,,,,,,,Crystal Specialist Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.3003455,6.6003776,node/11891454365,,,hospital,,,,,,,Alimosho Health Centre,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.30192,6.60392,node/11891454366,,,hospital,,,,,,,Moria Clinic And Maternity Home,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.2998091,6.6063486,node/11891454367,,,hospital,,,,,,,Light Hospital,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.2974058,6.6056612,node/11891454368,,,hospital,,,,,,,Tri Star Hospital,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.2924813,6.6030774,node/11891476169,,,hospital,,,,,,,Top Talent Hospital,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.2860011,6.6049365,node/11891476170,,,hospital,,,,,,,Prince And Princess Hospital,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.2845768,6.6094899,node/11891476171,,,hospital,,,,,,,Health Center Akinogun,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.280182,6.607036,node/11891476172,,,hospital,,,,,,,Rabban Medical Centre,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.2856323,6.6090583,node/11891476173,,,hospital,,,,,,,Good Land Medical Diagnosis,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.3015224,6.6121789,node/11891476174,,,hospital,,,,,,,Krowa Hospital,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.2959165,6.6153528,node/11891476175,,,hospital,,,,,,,Oki Primary Health,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.2960024,6.6146335,node/11891476176,,,hospital,,,,,,,St Alexander Hospital And Maternity Home,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.2970598,6.6170274,node/11891476177,,,hospital,,,,,,,Omosola Hospital,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.2914647,6.6240372,node/11891476178,,,hospital,,,,,,,Ogundimu Primary Health Care Centre,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.2821266,6.6244835,node/11891476179,,,hospital,,,,,,,Aboru Primary Health Centre,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.2814148,6.6257207,node/11891476180,,,hospital,,,,,,,Day Star Health Cares,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.3064958,6.5914997,node/11891477754,,,hospital,,,,,,,Royal Salvation Hospital,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.3042059,6.5942747,node/11891477755,,,hospital,,,,,,,Summit Hospital And Maternity Home,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.2903912,6.5924799,node/11891477756,,,hospital,,,,,,,Blue Sky Hospital,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.289846,6.5925575,node/11891477757,,,hospital,,,,,,,Careway Hospital And Maternity,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.288686,6.5976066,node/11891477758,,,hospital,,,,,,,Solik Hospital,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.2826617,6.5947583,node/11891477759,,,hospital,,,,,,,Rauf Aregbesola Flagship Pry Healthcare Center,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.2074358,6.5798125,node/11891527761,,,hospital,,,,,,,Isefun Primary Health Care Center,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.208378,6.5794284,node/11891527762,,,hospital,,,,,,,Grace Point Medical Centre,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.2068397,6.5779,node/11891527763,,,hospital,,,,,,,Oluwabamise Convalescent and Maternity Home,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.2095313,6.5772432,node/11891527764,,,hospital,,,,,,,Hope In God Faith Clinic and Maternity Home,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.214541,6.5753227,node/11891527765,,,hospital,,,,,,,Cele Apata Community Health Center,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.3029406,6.5699369,node/11915825149,,,hospital,,,,,,,Orisunbare Primary Health Care Center,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.2822379,6.5776029,node/11915825150,,,hospital,,,,,,,Majesty Hospital,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.2878263,6.570635,node/11915825151,,,hospital,,,,,,,Alimosho Local Goverment Egbe Idimu Lcda Health Center,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.2920428,6.571902,node/11915825152,,,hospital,,,,,,,Basic Hospital,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.2996616,6.5916809,node/11915825153,,,hospital,,,,,,,Mary The Queen Hospital,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.2980522,6.5884595,node/11915825154,,,hospital,,,,,,,Life Anchor Hospital,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.3061163,6.5869794,node/11915825155,,,hospital,,,,,,,Shasha Medical Centre,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.3053452,6.5846413,node/11915825156,,,hospital,,,,,,,Emc Hospital and Maternity,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.2971993,6.5853394,node/11915825157,,,hospital,,,,,,,Mojol Hospital and Maternity Home,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.2582161,6.5749929,node/11915885586,,,hospital,,,,,,,Ogbomoshotedo Community Health Cetre,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.2631125,6.5776122,node/11915885587,,,hospital,,,,,,,Max Health Consultant Hospital Ltd,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.264192,6.5760867,node/11915885588,,,hospital,,,,,,,Flora Hospital And Maternity,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.2790159,6.5796932,node/11915885589,,,hospital,,,,,,,Carelife Medical Centre,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.2812281,6.5782184,node/11915885590,,,hospital,,,,,,,Ajiboye Clinic And Maternity Home,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.2816827,6.5774124,node/11915885591,,,hospital,,,,,,,Pons Medicaldiagonistics,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.280571,6.5768541,node/11915885592,,,hospital,,,,,,,Health Center Isheri Olofin,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.2813971,6.5742322,node/11915885593,,,hospital,,,,,,,Fellowship Hospital,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.2560649,6.5658347,node/11915885594,,,hospital,,,,,,,Dove Hospital,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.2696852,6.5622668,node/11915885595,,,hospital,,,,,,,Amuwo Mile 2 Primary Health Center,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.2803899,6.5579208,node/11915885596,,,hospital,,,,,,,Bluesea Hospital And Maternity,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.2547252,6.5516654,node/11923506886,,,hospital,,,,,,,Delife Hospital,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.2691702,6.5523489,node/11923506887,,,hospital,,,,,,,Elf Foundation Primary Health Centre,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.2654285,6.5522916,node/11923506888,,,hospital,,,,,,,Day Spring Hospital,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.2596993,6.5499121,node/11923506889,,,hospital,,,,,,,B Rock Convalescent And Maternity Home,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.2661326,6.5491753,node/11923506890,,,hospital,,,,,,,Broad Hospital And Maternity,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.2625411,6.5492845,node/11923506891,,,hospital,,,,,,,Ogunmoded Memorial Hospital And Maternity Home,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.2607213,6.5486903,node/11923506892,,,hospital,,,,,,,Primex Hospital,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.2623118,6.5475418,node/11923506893,,,hospital,,,,,,,Joba Diagnostic Medical Service,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.2645226,6.5467577,node/11923506894,,,hospital,,,,,,,Kamzone Medical Diagnostic,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.265733,6.5464879,node/11923506895,,,hospital,,,,,,,Health Point Diagnostic,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.2725283,6.5458297,node/11923506896,,,hospital,,,,,,,Joas Medical Diagnostics,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.2747278,6.544512,node/11923506897,,,hospital,,,,,,,Jones Specialist Hospital,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.2562178,6.5397848,node/11923506898,,,hospital,,,,,,,Matcom Medical Diagnostic Service S,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.2802987,6.5411758,node/11923506899,,,hospital,,,,,,,Ohhbee Hospital,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.2817471,6.5418846,node/11923506900,,,hospital,,,,,,,Mt Sinai Hospital,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.2832599,6.5414103,node/11923506901,,,hospital,,,,,,,Mount Pisgah Hospital,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.2727282,6.5377516,node/11923506902,,,hospital,,,,,,,Holiness Hospital,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.2793747,6.5320276,node/11923506903,,,hospital,,,,,,,Agodo Primary Health Center,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.2578003,6.5218187,node/11923596064,,,hospital,,,,,,,Afonja Eye Clinic,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.2535544,6.5288645,node/11923596065,,,hospital,,,,,,,Best Option Healthcare And Maternity Home,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.2589772,6.5287632,node/11923596066,,,hospital,,,,,,,Cornell Health Laboratory Service,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.2593922,6.5306096,node/11923596067,,,hospital,,,,,,,Gg Able Medical Diaglab,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.259989,6.5302502,node/11923596068,,,hospital,,,,,,,Faniyet Hospital,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.2662413,6.5293548,node/11923599869,,,hospital,,,,,,,Samadex Clinic,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.27097,6.529504,node/11923599870,,,hospital,,,,,,,Zephaniah Maternity Center,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.2705033,6.5230578,node/11923599871,,,hospital,,,,,,,Molabi Hospital,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.2552858,6.5157721,node/11923604168,,,hospital,,,,,,,Victory Life Medical Diagnostic,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.2598013,6.5155549,node/11923639569,,,hospital,,,,,,,Glory Of God Health Care Centre,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.2618196,6.5067047,node/11923639570,,,hospital,,,,,,,St Grace Natural Medical Clinic And Me Eternity,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.2511592,6.5613475,node/11924945902,,,hospital,,,,,,,Alimosho General Hospital,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.2509768,6.5629783,node/11924945903,,,hospital,,,,,,,Kent Hospital,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.2504967,6.5639588,node/11924945904,,,hospital,,,,,,,Shonowo Hospital,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.2460804,6.5682955,node/11924945905,,,hospital,,,,,,,Purpose Of God Clinic and Maternity,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.2394513,6.5649008,node/11924945906,,,hospital,,,,,,,Santamaria Hospital Annex,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.2245503,6.5626145,node/11924945907,,,hospital,,,,,,,Mount Moriah Hospital And Maternity,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.2547051,6.5389294,node/11925010462,,,hospital,,,,,,,Above Clinic Medical Centre,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.245253,6.5316332,node/11925010463,,,hospital,,,,,,,Solvicaj Laboratory,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.2432742,6.5369228,node/11925010464,,,hospital,,,,,,,Noble Clinic,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.2454595,6.5376956,node/11925010465,,,hospital,,,,,,,Royal Jubille Hospital,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.2454957,6.5389307,node/11925010466,,,hospital,,,,,,,St White Shield Clinic,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.2476629,6.5482733,node/11925010467,,,hospital,,,,,,,Okey Madu Maternity Home,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.2437402,6.5517854,node/11925010468,,,hospital,,,,,,,Igando Diagnostic Center,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.2482168,6.5534201,node/11925019769,,,hospital,,,,,,,De Fairlane Hospital,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.2481632,6.5558743,node/11925019770,,,hospital,,,,,,,Afriglobal Medicare,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.2452208,6.5588854,node/11925019771,,,hospital,,,,,,,Cj Confidence Care,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.2369609,6.5608212,node/11925019772,,,hospital,,,,,,,Christ Apostolic Maternity Center,,,,,,,,,,,,,religious hospital,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.2268745,6.5569562,node/11925019773,,,hospital,,,,,,,Life Fount Medical Center,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.2525982,6.510892,node/11925030440,,,hospital,,,,,,,Crusaints Hospital,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.2517278,6.5140412,node/11925030441,,,hospital,,,,,,,Ijegun Primary Health Care,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.2521798,6.5139999,node/11925030442,,,hospital,,,,,,,Olatemi Maternity Home,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.2506241,6.5225555,node/11925030443,,,hospital,,,,,,,Datam Conv Health Care Center,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.2491449,6.5240758,node/11925030444,,,hospital,,,,,,,Maciland Medical Center,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.2242063,6.5045281,node/11925066632,,,hospital,,,,,,,Ijagemo Primary Health Centre,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.2163817,6.5258492,node/11925066633,,,hospital,,,,,,,Adebek Maternity Home,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.2151418,6.5255295,node/11925066634,,,hospital,,,,,,,Pakal Medical Centre,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.214319,6.5276866,node/11925066635,,,hospital,,,,,,,Hefamaa Laboratory,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.2201421,6.5360594,node/11925066636,,,hospital,,,,,,,Sholay Beauty World,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.2217327,6.5526647,node/11925076786,,,hospital,,,,,,,Winkoye Laboratory Service,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.2265379,6.5518107,node/11925076787,,,hospital,,,,,,,Vintage Hospital,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.2359591,6.5503741,node/11925076788,,,hospital,,,,,,,Egan Primary Health Care Center,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.2315496,6.5487316,node/11925076789,,,hospital,,,,,,,Santa Maria Hospital,,,,,,,,,,,,,mission/Reliiuos,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.2236565,6.5405003,node/11925076790,,,hospital,,,,,,,Marie Stopes Clinic General Medical Care And Laboratory,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.2243002,6.5423682,node/11925076791,,,hospital,,,,,,,Eldunamis Medical Center,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.2283443,6.541796,node/11925076792,,,hospital,,,,,,,Bukz Clinical Diagnostic Center,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.2306933,6.5401725,node/11925076793,,,hospital,,,,,,,Divine Blessing Hospital,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.2272104,6.5358509,node/11925076794,,,hospital,,,,,,,Jubilee Health Center And Laboratory,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.236737,6.5341381,node/11925076795,,,hospital,,,,,,,Betterlife Hospital,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.2188976,6.551744,node/11925076800,,,hospital,,,,,,,Isuti Medical Centre,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.2182176,6.5494684,node/11925076801,,,hospital,,,,,,,Pelfik Clinic And Maternity Center,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.2189526,6.5471541,node/11925076802,,,hospital,,,,,,,Atinuke Tr Clinic And Maternity Home,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.2367732,6.5326165,node/11925078331,,,hospital,,,,,,,Roland Orthopedic Hospital,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,
