geom_type,lon,lat,@id,amenity,building,name,@geometry,height,addr:city,addr:street,alt_name,brand,brand:wikidata,website,addr:housenumber,addr:postcode,atm,branch,branch:type,brand:website,brand:wikipedia,contact:facebook,contact:instagram,contact:linkedin,contact:phone,contact:youtube,opening_hours,operator,operator:wikidata,operator:wikipedia,ref,short_name,source:contact,source:opening_hours,official_name,addr:country,addr:state,building:levels,barrier,landuse,phone,contact:website,int_name,drive_through,cash_in,cash_out,check_date,contact:email,contact:twitter,internet_access,language:en,language:es,language:fr,language:it,language:pt,source:operator,operator:alt_name,wheelchair,contact:fax,operator:old_name,operator:old_name:short,ref_name,name:en,description,source,survey:date,facility_manager,source:position,status,air_conditioning,currency:NGN,payment:cash,payment:debit_cards
Point,3.4362651,6.4308749,node/1513600887,bank,,Zenith Bank,,,,,,,Q5978240,,,,,,,,en:Zenith Bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.3792763,6.4979726,node/1513671686,bank,,GT Bank,,,Lagos,Herbert Macaulay Way,,GT Bank,Q579747,,,,,,,,,,,,,,,,,,,,,,Guaranty Trust Bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.7056583,6.4703151,node/1637149681,bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.3493146,6.6063636,node/2197600001,bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.4221,6.428969,node/2329099786,bank,,First Bank Adeola Odeku,,,Lagos,Adeola Odeku Street,,,,https://www.firstbanknigeria.com/,50,106104,,,,,,,,,,,,FirstBank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.4273732,6.4457125,node/2330823961,bank,,,,,,,,,,,,,,,,,,,,,,,,Skye Bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,survey,,,,,,,,,,,,,,,,,
Point,-8.6745647,37.1063727,node/2403498543,bank,,BPI,,,,Avenida dos Descobrimentos,,Banco Português de Investimento,Q537886,,39,8600-645,yes,Lagos,,,pt:Banco Português de Investimento,,,,,,,Banco Português de Investimento,Q537886,pt:Banco Português de Investimento,,,,,Banco Português de Investimento,,,,,,,,,,,,2026-04-13,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.299247,6.623183,node/2417746533,bank,,First Bank,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,-8.7306587,37.0859822,node/2937030133,bank,,Crédito Agrícola,,,,,,Crédito Agrícola,Q10262017,,,,yes,,,,pt:Crédito Agrícola,,,,,,Mo-Fr 09:00-15:00,Crédito Agrícola,Q10262017,pt:Crédito Agrícola,,,,,,,,,,,,,,,,,,,,,,,,,,,Caixa de Crédito Agrícola,yes,,,,,,,,,,,,,,,
Point,3.2951935,6.4660304,node/2987186865,bank,,UBA,,,,,,UBA,Q513457,,,,,,,,,,,,,,,,,,,,,,United Bank for Africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.2949012,6.4665221,node/2987186866,bank,,Oceanic Bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,-8.673078,37.0965681,node/3699700367,bank,,Banco Montepio,,,,,,Banco Montepio,Q1946091,,,,,Geral,,,pt:Banco Montepio,,,,,,,Associação Mutualista Montepio,Q1946091,pt:Banco Montepio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.3913882,6.5580621,node/3971455464,bank,,UBA,,,,,,,,,,,yes,,,,,,,,,,Mo-Fr 08:00-16:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.3841149,6.4520764,node/4029270073,bank,,Tarkwabay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.460188,6.4461444,node/4193728426,bank,,First bank Nigeria Plc,,,Lekki lagos,Admiralty Way,,,,,,,yes,,,,,,,,,,Mo-Fr 08:00-16:00,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,-8.6749897,37.1069858,node/4219811640,bank,,Novo Banco,,,Lagos,Avenida dos Descobrimentos,,Novo Banco,Q17488861,,43,8600-645,yes,,,,pt:Novo Banco,,,,+351 282763021,,,Novo Banco,Q17488861,pt:Novo Banco,B0358,,,,,,,,,,,,,,,,2024-09-05,,,,,,,,,,,,+351 282763326,Banco Espírito Santo,BES,Lagos,,,,,,,,,,,
Point,-8.6804713,37.1070994,node/4228741829,bank,,Millennium bcp,,,,,,Millennium bcp,Q118581,,,,yes,,,,pt:Banco Comercial Português,,,,,,,Banco Comercial Português,Q118581,pt:Banco Comercial Português,,,,,Banco Comercial Português,,,,,,,,,,,,2026-04-26,,,,,,,,,,,yes,,,,,,,,,,,,,,,
Point,-8.6811643,37.1062954,node/4228745916,bank,,EuroBic,,,,,BIC,EuroBic,Q806175,,,,no,,,,pt:EuroBic,,,,,,,Abanca,Q9598744,en:Abanca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.3693482,6.4411079,node/4413083289,bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,-8.6765419,37.0974318,node/4563509063,bank,,Caixa Geral de Depósitos,,,,,,Caixa Geral de Depósitos,Q1026044,,,,,,,https://www.cgd.pt/,pt:Caixa Geral de Depósitos,,,,,,,Caixa Geral de Depósitos,Q1026044,pt:Caixa Geral de Depósitos,,CGD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.5000907,6.6242763,node/4583157091,bank,,First bank of nigeria,,,,Ikorodu Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,First bank of nigeria,,,,,,,,,,
Point,3.4010634,6.4509459,node/4721730856,bank,,ADDOSSER Micro finance Bank,,,,Lewis Street,,,,https://addosser.com/,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Micro Finance Institution,,,,,,,,,
Point,3.4510334,6.4363724,node/5142959401,bank,,Stanbic Bank,,,,,,Stanbic Bank,Q7597999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.4510316,6.4365043,node/5142959402,bank,,Standard Chartered,,,,,,Standard Chartered,Q548278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.4562054,6.4379947,node/5371377212,bank,,Skye Bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.4561908,6.4379013,node/5371377213,bank,,Moneytrust Microfinance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.432198,6.4385344,node/5649641155,bank,,GT Bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.3267536,6.5524796,node/5665683273,bank,,Standard Chartered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.327939,6.5523269,node/5665683274,bank,,Ecobank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.3289774,6.552631,node/5665683275,bank,,Zenith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.3275547,6.5454928,node/5665683277,bank,,Diamond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.2755725,6.5444516,node/5665683283,bank,,Union,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.4267529,6.4335596,node/5675846430,bank,,UBA,,,,,,UBA,Q513457,,,,,,,,,,,,,,,,,,,,,,United Bank for Africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.2945057,6.5397164,node/5678239342,bank,,Ecobank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.3050624,6.5371724,node/5678239344,bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.3316508,6.5489777,node/5678239346,bank,,UBA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.3282205,6.5557348,node/5678239437,bank,,Access Bank,,,,,,Access Bank,Q4672418,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.2423141,6.5517477,node/5678246023,bank,,Stanbic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.3996787,6.5197506,node/6122566945,bank,,United Bank of Africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.3655018,6.6401533,node/6124733445,bank,,GTBank,,,,,,,,,,,yes,,,,,,,,,,Mo-Fr 8:00-4:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.3660623,6.6402679,node/6124733446,bank,,Zenith Bank,,,,,,,,,,,yes,,,,,,,,,,Mo-Fr 08:00-04:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.3677548,6.6401507,node/6124733447,bank,,First Bank,,,,,,,,,,,yes,,,,,,,,,,Mo-Fr 08:00-04:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.2607573,6.5378111,node/6137329002,bank,,First Bank,,,Ikotun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.5178649,6.5896733,node/6371384380,bank,,Sterling Bank,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.5051664,6.6127111,node/6371454786,bank,,First Bank,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.5017192,6.6147884,node/6371454792,bank,,GTBank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.4983053,6.6085814,node/6371454797,bank,,Polaris bank,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.4292546,6.4436426,node/6916758460,bank,,Zenith Bank,,,,,,Zenith Bank,Q5978240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mapillary,,,,,,,,
Point,3.4294192,6.4436807,node/6916758478,bank,,Ecobank,,,,,,Ecobank,Q930225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mapillary,,,,,,,,
Point,3.4370923,6.4347201,node/6916860487,bank,,UBA,,,Lagos,Bishop Aboyade Cole Street,UBA Aboyade Cole,UBA,,,35,,yes,,,,,,,,,,,,,,,,,,,,,,,,,https://www.ubagroup.com/nigeria/help/aboyade-cole/,,,,,,,,,,,,,,,,,,,,,,,mapillary,,,,,,,,
Point,3.383046,6.5872741,node/6948925322,bank,,Union Bank,,,,,,,,,,,,,,,,,,,,,,Union Bank of Nigeria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.3673209,6.5573555,node/6967079647,bank,,UBA,,,,,,UBA,Q513457,,,,,,,,en:United Bank for Africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.3663878,6.5718285,node/6967294263,bank,,Wema Bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.3456443,6.5537018,node/6967655771,bank,,Diamond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.3461504,6.5538544,node/6967655773,bank,,Zenith Bank,,,,,,Zenith Bank,Q5978240,,,,,,,,en:Zenith Bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.3464909,6.5540319,node/6967655775,bank,,AB Microfinance Bank,,,,,,,,https://www.ab-mfbnigeria.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.346663,6.5540968,node/6967655776,bank,,Heritage Bank,,,,,,,,https://www.hbng.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.3437365,6.5528537,node/6967737935,bank,,Fidelity Bank,,,,,,Fidelity Bank,Q5446777,,,,,,,,en:Fidelity Bank Nigeria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.3435387,6.5527831,node/6967737936,bank,,Access Bank,,,,,,Access Bank,Q4672418,,,,,,,,en:Access Bank plc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.343374,6.5526915,node/6967737937,bank,,UBA,,,,,,UBA,Q513457,,,,,,,,en:United Bank for Africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.2837897,6.5824001,node/6969836706,bank,,GTBank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.3920117,6.6049133,node/6991204631,bank,,GTBank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.3460822,6.613036,node/6992566358,bank,,Zenith Bank,,,,,,Zenith Bank,Q5978240,,,,,,,,en:Zenith Bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.3424556,6.6249309,node/6992566426,bank,,Union Bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.3429308,6.62441,node/6992566427,bank,,UBA,,,,,,UBA,Q513457,,,,,,,,en:United Bank for Africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.3062737,6.6100497,node/6997541303,bank,,UBA,,,,,,UBA,Q513457,,,,,,,,en:United Bank for Africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.3064178,6.6109495,node/6997541308,bank,,Wema Bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.3111407,6.6090184,node/7000953277,bank,,Fidelity Bank,,,,,,Fidelity Bank,Q5446777,,,,,,,,en:Fidelity Bank Nigeria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.5032557,6.6175447,node/7267104676,bank,,Accion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.4947665,6.6246497,node/7272034331,bank,,Stanbic Bank,,,,,,Stanbic Bank,Q7597999,,,,,,,,en:Stanbic Bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.4800991,6.6420198,node/7274712145,bank,,Crowned Eagle Microfinance Bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.4830462,6.6305197,node/7281004013,bank,,Accion Microfinance Bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.3611718,6.5251316,node/7317242741,bank,,Ecobank,,,,,,Ecobank,Q930225,,,,,,,,en:Ecobank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.3402697,6.6313954,node/7480505645,bank,,Ecobank,,,,,,Ecobank,Q930225,,,,,,,,en:Ecobank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.3808872,6.5330755,node/7843612337,bank,,Access Bank,,,"Somolu, Lagos",Odunlami Street,,Access Bank,Q4672418,,,100231,yes,,,,en:Access Bank plc,,,,,,Mo-Fr 08:00-17:00,Access Bank Group,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.3751071,6.5279381,node/9321175417,bank,,Polaris Bank,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,limited,,,,,,,,2022-05-05,,,,,,,
Point,3.3711594,6.5209857,node/9400295917,bank,,FirstBank Nig. Plc,,,,,,,,,,,yes,,,,,,,,,,Tu 08:00-16:00,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,yes,,,,,,,,2022-01-07,,,,,,,
Point,3.3426914,6.59318,node/9653831274,bank,,Polaris Bank Limited,,,Ikeja,Kodesoh Street,,,,,,,yes,,,,,,,,,,Mo-Sa 08:00-18:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.3757771,6.492994,node/9932502817,bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.6293152,6.4731672,node/11121944339,bank,,Stanbic Ibtc Bank Plc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.6290261,6.4722651,node/11121944340,bank,,FCMB LEKKI CHEVRON BRANCH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,-8.6560751,37.1492418,node/11263343697,bank,,Crédito Agrícola,,,,,,Crédito Agrícola,Q10262017,,,,,,,,pt:Crédito Agrícola,,,,,,,Crédito Agrícola,Q10262017,pt:Crédito Agrícola,,,,,,,,,,,,,,,,,2025-02-08,,,,,,,,,,Caixa de Crédito Agrícola,,,,,,,,,,,,,,,,
Point,3.411897,6.610668,node/12281540364,bank,,Sterling Bank,,,,,,,,,,,,,,,,,,,,,,private/individual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,private/individual,gps,functional,,,,
Point,3.3972973,6.5186599,node/13024020870,bank,,"EcoBank, Unilag Branch.",,,Lagos,"Unilag Bookshop Building, University of Lagos, Nigeria.",,,,,,100272,yes,Unilag,,,,,,,,,Mo-Fr 08:00-17:00,,,,,,,,,,,,,,07041450800,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.3978353,6.5171228,node/13111316582,bank,,GT Bank,,,Lagos,Tafawa Balewa Way,,GT Bank,Q579747,,,,yes,,,,,,,,,,Mo-Fr 09:00-17:00,,,,,,,,Guaranty Trust Bank,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.3907735,6.5127916,node/13111316587,bank,,First Bank,,,,Ransome Kuti Road,,,,,,,yes,,,,,,,,,,Mo-Fr 09:00-17:00,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,yes,yes,yes,yes
