geom_type,lon,lat,@id,barrier,historic,@geometry,building,man_made,tower:type,alt_name,amenity,denomination,heritage,heritage:operator,heritage:ref,heritage:website,heritage:website:sipa,name,protection_title,ref:dgpc,ref:ipa,religion,site_status,source:ref,wikidata,wikimedia_commons,wikipedia,addr:housenumber,addr:street,check_date,contact:facebook,contact:instagram,contact:twitter,fee,opening_hours,phone,tourism,website,stars,addr:housename,name:en,addr:city,addr:postcode,air_conditioning,description,guest_house,internet_access,operator,reservation,rooms,disused:railway,note,contact:phone,contact:website,landuse,name:de,bar,brand,brand:wikidata,email,image,internet_access:fee,payment:credit_cards,payment:debit_cards,smoking,source,wheelchair,tents,caravans,drinking_water,power_supply,sanitary_dump_station,shower,toilets,access,leisure,zoo,bridge,highway,layer,parking,height,check_date:internet_access,geological,geological:site,natural,official_name,place,breakfast,swimming_pool,related_law,short_protection_title,building:part,name:zh,brand:wikipedia,start_date,building:levels,elevator,park_ride,supervised,surface,addr:country,addr:state,payment:american_express,payment:cash,payment:cheque,payment:mastercard,payment:visa,shop,castle_type,fireplace,information,map_size,addr:unit,contact:email,contact:fax,contact:mobile,archaeological_site,historic:civilization,historic:period,ruins,heritage:since,heritage:website:arqueologia,ref:cns,artist_name,artwork_type,direction,name:pt,url,internet_access:ssid,artist:wikidata,material,memorial,subject:wikidata,area,fortification_type,payment:diners_club,payment:discover_card,payment:maestro,payment:visa_electron,inscription,bicycle,map_type,network,wreck,seamark:type,sport,guidepost,hiking,marker_type,ref,addr:place,fax,route_marker,attached_to,guide_type,location,disused,charge,fixme,name:nl,board_type,historic:era,megalith_type,ele,survey:date,outdoor_seating,name:hu,designation,field,attraction,public_transport,museum,bench,bin,lit,shelter,tactile_paving,subject:name,subject:wikipedia,support,facility_manager,source:position,status,facility_use,users_PLWD,users_boy,users_elderly,users_female,users_girl,users_men,camp_site,check_date:currency:XBT,currency:XBT,dog,payment:lightning,payment:lightning_contactless,payment:onchain,picnic_table,static_caravans,not:name,short_name,accommodation
Point,-8.7926489,37.1453273,node/3421899705,,,,,,,,,,,,,,,GR13 Via Algarviana,,,,,,,,,,,,,,,,,,,information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,guidepost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,GR13,,,direction,pole,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,-8.7924717,37.1454263,node/3421899706,,,,,,,,,,,,,,,GR13 Via Algarviana,,,,,,,,,,,,,,,,,,,information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,guidepost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,GR13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,-8.7921464,37.1456668,node/3421899707,,,,,,,,,,,,,,,GR13 Via Algarviana,,,,,,,,,,,,,,,,,,,information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,guidepost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,GR13,,,confidence,post,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,-8.792046,37.1458017,node/3421899708,,,,,,,,,,,,,,,GR13 Via Algarviana,,,,,,,,,,,,,,,,,,,information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,guidepost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,GR13,,,confidence,pole,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,-8.7864434,37.1468212,node/3421899709,,,,,,,,,,,,,,,GR13 Via Algarviana,,,,,,,,,,,,,,,,,,,information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,guidepost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,GR13,,,confidence,pole,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,-8.7881083,37.1473625,node/3421899710,,,,,,,,,,,,,,,GR13 Via Algarviana,,,,,,,,,,,,,,,,,,,information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,guidepost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,GR13,,,confidence,boulder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,-8.7910986,37.1476911,node/3421899711,,,,,,,,,,,,,,,GR13 Via Algarviana,,,,,,,,,,,,,,,,,,,information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,guidepost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,GR13,,,confidence,pole,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,-8.7910416,37.1481026,node/3421899712,,,,,,,,,,,,,,,GR13 Via Algarviana,,,,,,,,,,,,,,,,,,,information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,guidepost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,GR13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,-8.7891646,37.1481129,node/3421899713,,,,,,,,,,,,,,,GR13 Via Algarviana,,,,,,,,,,,,,,,,,,,information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,guidepost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,GR13,,,direction,post,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,-8.7909845,37.1483078,node/3421899714,,,,,,,,,,,,,,,GR13 Via Algarviana,,,,,,,,,,,,,,,,,,,information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,guidepost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,GR13,,,direction,post,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,-8.7906804,37.1483721,node/3421899715,,,,,,,,,,,,,,,GR13 Via Algarviana,,,,,,,,,,,,,,,,,,,information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,guidepost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,GR13,,,direction,boulder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,-8.78951,37.1483999,node/3421899716,,,,,,,,,,,,,,,GR13 Via Algarviana,,,,,,,,,,,,,,,,,,,information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,guidepost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,GR13,,,confidence,pole,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,-8.8018434,37.1418141,node/3421899740,,,,,,,,,,,,,,,GR13 Wrong way,,,,,,,,,,,,,,,,,,,information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,guidepost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,GR13,,,direction_no,pole,intermediary,pole,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,-8.8021834,37.1422439,node/3421899741,,,,,,,,,,,,,,,GR13 Wrong way,,,,,,,,,,,,,,,,,,,information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,guidepost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,GR13,,,direction_no,pole,intermediary,pole,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,-8.7976528,37.1443537,node/3421899742,,,,,,,,,,,,,,,GR13 Wrong way,,,,,,,,,,,,,,,,,,,information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,guidepost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,GR13,,,direction_no,pole,intermediary,pole,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,-8.7918527,37.1457881,node/3421899743,,,,,,,,,,,,,,,GR13 Wrong way,,,,,,,,,,,,,,,,,,,information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,guidepost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,GR13,,,direction_no,pole,intermediary,pole,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,-8.7884881,37.1475063,node/3421899744,,,,,,,,,,,,,,,GR13 Wrong way,,,,,,,,,,,,,,,,,,,information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,guidepost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,GR13,,,direction_no,pole,intermediary,pole,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,-8.7883825,37.1475781,node/3421899745,,,,,,,,,,,,,,,GR13 Wrong way,,,,,,,,,,,,,,,,,,,information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,guidepost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,GR13,,,direction_no,pole,intermediary,pole,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,-8.7909682,37.1481182,node/3421899746,,,,,,,,,,,,,,,GR13 Wrong way,,,,,,,,,,,,,,,,,,,information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,guidepost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,GR13,,,direction_no,pole,intermediary,pole,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,-8.7892673,37.1483488,node/3421899747,,,,,,,,,,,,,,,GR13 Wrong way,,,,,,,,,,,,,,,,,,,information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,guidepost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,GR13,,,direction_no,pole,intermediary,pole,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,-8.791007,37.1485423,node/3421899748,,,,,,,,,,,,,,,GR13 Wrong way,,,,,,,,,,,,,,,,,,,information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,guidepost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,GR13,,,direction_no,pole,intermediary,pole,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,-8.805619,37.1389198,node/3421960458,,,,,,,,,,,,,,,GR13 Via Algarviana,,,,,,,,,,,,,,,,,,,information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,guidepost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,GR13,,,direction,pole,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,-8.8052728,37.1390312,node/3421960459,,,,,,,,,,,,,,,GR13 Via Algarviana,,,,,,,,,,,,,,,,,,,information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,guidepost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,GR13,,,direction,pole,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,-8.8069087,37.1393825,node/3421960460,,,,,,,,,,,,,,,GR13 Via Algarviana,,,,,,,,,,,,,,,,,,,information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,guidepost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,GR13,,,direction,pole,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,-8.8074335,37.1395819,node/3421960461,,,,,,,,,,,,,,,GR13 Via Algarviana,,,,,,,,,,,,,,,,,,,information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,guidepost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,GR13,,,confidence,pole,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,-8.8031449,37.1410858,node/3421960462,,,,,,,,,,,,,,,GR13 Via Algarviana,,,,,,,,,,,,,,,,,,,information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,guidepost,,,,,,,,,,,,,,,,,,,,plastic,,,,,,,,,,,,,,,,,yes,,GR13,,,confidence,boulder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,-8.8086277,37.1414946,node/3421960463,,,,,,,,,,,,,,,GR13 Via Algarviana,,,,,,,,,,,,,,,,,,,information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,guidepost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,GR13,,,confidence,post,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,-8.7797625,37.1397265,node/3421963298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,-8.8054618,37.1386714,node/3421963336,,,,,,,,,,,,,,,GR13 Wrong way,,,,,,,,,,,,,,,,,,,information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,guidepost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,GR13,,,direction_no,pole,intermediary,pole,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,-8.8066524,37.1391317,node/3421963337,,,,,,,,,,,,,,,GR13 Wrong way,,,,,,,,,,,,,,,,,,,information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,guidepost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,GR13,,,direction_no,pole,intermediary,pole,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,-8.8072066,37.1393525,node/3421963338,,,,,,,,,,,,,,,GR13 Wrong way,,,,,,,,,,,,,,,,,,,information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,guidepost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,GR13,,,direction_no,pole,intermediary,pole,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,-8.7255269,37.2254312,node/3423890086,,,,,,,,,,,,,,,GR13 Via Algarviana,,,,,,,,,,,,,,,,,,,information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,guidepost,,,,,,,,,,,,,,,,,,,,plastic,,,,,,,,,,,,,,,,,yes,,GR13,,,direction,mast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,-8.7256495,37.2254862,node/3423890087,,,,,,,,,,,,,,,GR13 Via Algarviana,,,,,,,,,,,,,,,,,,,information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,guidepost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,GR13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,-8.7257816,37.2255388,node/3423890088,,,,,,,,,,,,,,,GR13 Via Algarviana,,,,,,,,,,,,,,,,,,,information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,guidepost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,GR13,,,direction,pole,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,-8.7205758,37.2266965,node/3423890089,,,,,,,,,,,,,,,GR13 Via Algarviana,,,,,,,,,,,,,,,,,,,information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,guidepost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,GR13,,,direction,mast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,-8.7204563,37.2268529,node/3423890090,,,,,,,,,,,,,,,GR13 Via Algarviana,,,,,,,,,,,,,,,,,,,information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,guidepost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,GR13,,,direction,pole,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,-8.7207691,37.2280306,node/3423890091,,,,,,,,,,,,,,,GR13 Via Algarviana,,,,,,,,,,,,,,,,,,,information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,guidepost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,GR13,,,confidence,pole,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,-8.7167975,37.2327148,node/3423891096,,,,,,,,,,,,,,,GR13 Via Algarviana,,,,,,,,,,,,,,,,,,,information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,guidepost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,GR13,,,confidence,pole,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,-8.6769615,37.0906909,node/3682874172,,,,,,,,,,,,,,,Palm Villa Estudios,,,,,,,,,,,,2024-09-07,,,,,,,guest_house,,,,,Lagos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,-8.6711081,37.0995187,node/3995964162,,pillory,,,,,,,,,,,,,Pelourinho de Lagos,,,,,,,Q10348121,,pt:Pelourinho de Lagos,,,,,,,,,,attraction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,-8.673132,37.1011135,node/4078687842,,,,,,,,,,,,,,,White Butterfly Hostel,,,,,,,,,,73,Rua Candido Dos Reis,2024-12-12,,,,,,+351 282 083 887,hostel,,,,,Lagos,,,,,wlan,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,-8.7259271,37.0883713,node/4137084345,,,,,,,,,,,,,,,Quinta Paraiso da Mia Appartments,,,,,,,,,,,,,,,,,,,guest_house,https://www.quintaparaisodamia.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,-8.6713129,37.0994932,node/4230513320,,,,,,,,,,,,,,,Museu de Lagos Doutor José Formosinho,,,,,,,,,,,,2026-04-07,,,,yes,"Tu-Su 10:00-13:00,14:00-18:00",,museum,https://museu.cm-lagos.pt/polos/dr-jose-formosinho/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3 EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,-8.6733865,37.0980293,node/4232285686,,wayside_cross,,,,,,,catholic,,,,,,I,,,,christian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,-8.6738017,37.0972138,node/4232301290,,wayside_cross,,,,,,,catholic,,,,,,II,,,,christian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,-8.6722115,37.0950692,node/4234249144,,wayside_cross,,,,,,,catholic,,,,,,IV,,,,christian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,-8.6715019,37.0880445,node/4234292808,,wayside_cross,,,,,,,catholic,,,,,,IX,,,,christian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,-8.6715333,37.0892308,node/4234292810,,wayside_cross,,,,,,,catholic,,,,,,VIII,,,,christian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,-8.6706075,37.0838807,node/4234306669,,wayside_cross,,,,,,,catholic,,,,,,,,,,christian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,-8.6708721,37.0852815,node/4234306670,,wayside_cross,,,,,,,catholic,,,,,,,,,,christian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,-8.6712141,37.0866628,node/4234306671,,wayside_cross,,,,,,,catholic,,,,,,X,,,,christian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,-8.6693788,37.0807981,node/4234314089,,wayside_cross,,,,,,,catholic,,,,,,,,,,christian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
